Date;Year;Month;Type;sentiment;sentiment_score;sentence
2007-02-08;2007;February;REPORT;Neutral;0.8298826217651367;introductory statement with qa jeanclaude trichet president of the ecblucas papademos vice president of the ecbfrankfurt am main 8 february 2007 jump to the transcript of the questions and answers ladies and gentlemen let me welcome you to our press conference and report on the outcome of todays
