Date;Type;Text
2007-09-06;REPORT; Introductory statement with Q&A Jean-Claude Trichet, President of the ECB,Lucas Papademos, Vice President of the ECBFrankfurt am Main, 6 September 2007 Jump to the transcript of the questions and answers Ladies and gentlemen, let me welcome you to our press conference and report on the outcome of today’s 
