Date;Type;Text
2007-02-08;REPORT; Introductory statement with Q&A Jean-Claude Trichet, President of the ECB,Lucas Papademos, Vice President of the ECB,Frankfurt am Main, 8 February 2007 Jump to the transcript of the questions and answers Ladies and gentlemen, let me welcome you to our press conference and report on the outcome of today’s 
