Date;Year;Month;Type;sentiment;sentiment_score;sentence
2006-03-02;2006;March;REPORT;Neutral;0.8339266180992126;introductory statement with qa jeanclaude trichet president of the ecblucas papademos vice president of the ecbfrankfurt am main 2 march 2006 jump to the transcript of the questions and answers ladies and gentlemen let me welcome you to our press conference and report on the outcome of todays
